finger,usage,id,label,person,front,side
other,train,P/034_R_02,P,034,C:\Users\USER\Downloads\9-24_최종본\other\P\034_R_02_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\034_R_02_side_nail.jpg
other,train,P/034_R_03,P,034,C:\Users\USER\Downloads\9-24_최종본\other\P\034_R_03_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\034_R_03_side_nail.jpg
other,train,P/034_R_04,P,034,C:\Users\USER\Downloads\9-24_최종본\other\P\034_R_04_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\034_R_04_side_nail.jpg
other,train,P/034_R_05,P,034,C:\Users\USER\Downloads\9-24_최종본\other\P\034_R_05_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\034_R_05_side_nail.jpg
other,train,P/035_L_02,P,035,C:\Users\USER\Downloads\9-24_최종본\other\P\035_L_02_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\035_L_02_side_nail.jpg
other,train,P/035_L_05,P,035,C:\Users\USER\Downloads\9-24_최종본\other\P\035_L_05_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\035_L_05_side_nail.jpg
other,train,P/036_R_02,P,036,C:\Users\USER\Downloads\9-24_최종본\other\P\036_R_02_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\036_R_02_side_nail.jpg
other,train,P/037_L_02,P,037,C:\Users\USER\Downloads\9-24_최종본\other\P\037_L_02_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\037_L_02_side_nail.jpg
other,train,P/037_L_05,P,037,C:\Users\USER\Downloads\9-24_최종본\other\P\037_L_05_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\037_L_05_side_nail.jpg
other,train,P/037_R_02,P,037,C:\Users\USER\Downloads\9-24_최종본\other\P\037_R_02_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\037_R_02_side_nail.jpg
other,train,P/037_R_05,P,037,C:\Users\USER\Downloads\9-24_최종본\other\P\037_R_05_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\037_R_05_side_nail.jpg
other,train,P/041_L_02,P,041,C:\Users\USER\Downloads\9-24_최종본\other\P\041_L_02_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\041_L_02_side_nail.jpg
other,train,P/041_L_03,P,041,C:\Users\USER\Downloads\9-24_최종본\other\P\041_L_03_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\041_L_03_side_nail.jpg
other,train,P/041_L_04,P,041,C:\Users\USER\Downloads\9-24_최종본\other\P\041_L_04_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\041_L_04_side_nail.jpg
other,train,P/041_L_05,P,041,C:\Users\USER\Downloads\9-24_최종본\other\P\041_L_05_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\041_L_05_side_nail.jpg
other,train,P/041_R_02,P,041,C:\Users\USER\Downloads\9-24_최종본\other\P\041_R_02_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\041_R_02_side_nail.jpg
other,train,P/041_R_03,P,041,C:\Users\USER\Downloads\9-24_최종본\other\P\041_R_03_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\041_R_03_side_nail.jpg
other,train,P/041_R_04,P,041,C:\Users\USER\Downloads\9-24_최종본\other\P\041_R_04_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\041_R_04_side_nail.jpg
other,train,P/041_R_05,P,041,C:\Users\USER\Downloads\9-24_최종본\other\P\041_R_05_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\041_R_05_side_nail.jpg
other,train,S/001_L_03,S,001,C:\Users\USER\Downloads\9-24_최종본\other\S\001_L_03_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\001_L_03_side_nail.jpg
other,train,S/001_L_04,S,001,C:\Users\USER\Downloads\9-24_최종본\other\S\001_L_04_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\001_L_04_side_nail.jpg
other,train,S/001_R_03,S,001,C:\Users\USER\Downloads\9-24_최종본\other\S\001_R_03_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\001_R_03_side_nail.jpg
other,train,S/001_R_04,S,001,C:\Users\USER\Downloads\9-24_최종본\other\S\001_R_04_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\001_R_04_side_nail.jpg
other,train,S/001_R_05,S,001,C:\Users\USER\Downloads\9-24_최종본\other\S\001_R_05_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\001_R_05_side_nail.jpg
other,train,S/003_L_04,S,003,C:\Users\USER\Downloads\9-24_최종본\other\S\003_L_04_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\003_L_04_side_nail.jpg
other,train,S/003_L_05,S,003,C:\Users\USER\Downloads\9-24_최종본\other\S\003_L_05_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\003_L_05_side_nail.jpg
other,train,S/004_L_02,S,004,C:\Users\USER\Downloads\9-24_최종본\other\S\004_L_02_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\004_L_02_side_nail.jpg
other,train,S/004_L_04,S,004,C:\Users\USER\Downloads\9-24_최종본\other\S\004_L_04_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\004_L_04_side_nail.jpg
other,train,S/004_R_02,S,004,C:\Users\USER\Downloads\9-24_최종본\other\S\004_R_02_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\004_R_02_side_nail.jpg
other,train,S/004_R_03,S,004,C:\Users\USER\Downloads\9-24_최종본\other\S\004_R_03_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\004_R_03_side_nail.jpg
other,train,S/004_R_04,S,004,C:\Users\USER\Downloads\9-24_최종본\other\S\004_R_04_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\004_R_04_side_nail.jpg
other,train,S/007_L_03,S,007,C:\Users\USER\Downloads\9-24_최종본\other\S\007_L_03_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\007_L_03_side_nail.jpg
other,train,S/007_L_04,S,007,C:\Users\USER\Downloads\9-24_최종본\other\S\007_L_04_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\007_L_04_side_nail.jpg
other,train,S/007_R_03,S,007,C:\Users\USER\Downloads\9-24_최종본\other\S\007_R_03_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\007_R_03_side_nail.jpg
other,train,S/007_R_04,S,007,C:\Users\USER\Downloads\9-24_최종본\other\S\007_R_04_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\007_R_04_side_nail.jpg
other,train,S/007_R_05,S,007,C:\Users\USER\Downloads\9-24_최종본\other\S\007_R_05_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\007_R_05_side_nail.jpg
other,train,S/010_L_02,S,010,C:\Users\USER\Downloads\9-24_최종본\other\S\010_L_02_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\010_L_02_side_nail.jpg
other,train,S/010_L_03,S,010,C:\Users\USER\Downloads\9-24_최종본\other\S\010_L_03_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\010_L_03_side_nail.jpg
other,train,S/010_L_04,S,010,C:\Users\USER\Downloads\9-24_최종본\other\S\010_L_04_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\010_L_04_side_nail.jpg
other,train,S/010_L_05,S,010,C:\Users\USER\Downloads\9-24_최종본\other\S\010_L_05_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\010_L_05_side_nail.jpg
other,train,S/010_R_02,S,010,C:\Users\USER\Downloads\9-24_최종본\other\S\010_R_02_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\010_R_02_side_nail.jpg
other,train,S/010_R_03,S,010,C:\Users\USER\Downloads\9-24_최종본\other\S\010_R_03_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\010_R_03_side_nail.jpg
other,train,S/010_R_04,S,010,C:\Users\USER\Downloads\9-24_최종본\other\S\010_R_04_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\010_R_04_side_nail.jpg
other,train,S/010_R_05,S,010,C:\Users\USER\Downloads\9-24_최종본\other\S\010_R_05_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\010_R_05_side_nail.jpg
other,train,S/012_L_03,S,012,C:\Users\USER\Downloads\9-24_최종본\other\S\012_L_03_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\012_L_03_side_nail.jpg
other,train,S/012_R_03,S,012,C:\Users\USER\Downloads\9-24_최종본\other\S\012_R_03_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\012_R_03_side_nail.jpg
other,train,S/014_L_02,S,014,C:\Users\USER\Downloads\9-24_최종본\other\S\014_L_02_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\014_L_02_side_nail.jpg
other,train,S/014_L_03,S,014,C:\Users\USER\Downloads\9-24_최종본\other\S\014_L_03_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\014_L_03_side_nail.jpg
other,train,S/014_L_04,S,014,C:\Users\USER\Downloads\9-24_최종본\other\S\014_L_04_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\014_L_04_side_nail.jpg
other,train,S/014_L_05,S,014,C:\Users\USER\Downloads\9-24_최종본\other\S\014_L_05_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\014_L_05_side_nail.jpg
other,train,S/014_R_02,S,014,C:\Users\USER\Downloads\9-24_최종본\other\S\014_R_02_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\014_R_02_side_nail.jpg
other,train,S/014_R_03,S,014,C:\Users\USER\Downloads\9-24_최종본\other\S\014_R_03_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\014_R_03_side_nail.jpg
other,train,S/014_R_04,S,014,C:\Users\USER\Downloads\9-24_최종본\other\S\014_R_04_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\014_R_04_side_nail.jpg
other,train,S/014_R_05,S,014,C:\Users\USER\Downloads\9-24_최종본\other\S\014_R_05_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\014_R_05_side_nail.jpg
other,train,S/017_L_02,S,017,C:\Users\USER\Downloads\9-24_최종본\other\S\017_L_02_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\017_L_02_side_nail.jpg
other,train,S/017_L_03,S,017,C:\Users\USER\Downloads\9-24_최종본\other\S\017_L_03_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\017_L_03_side_nail.jpg
other,train,S/017_R_02,S,017,C:\Users\USER\Downloads\9-24_최종본\other\S\017_R_02_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\017_R_02_side_nail.jpg
other,train,S/017_R_03,S,017,C:\Users\USER\Downloads\9-24_최종본\other\S\017_R_03_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\017_R_03_side_nail.jpg
other,train,S/018_R_04,S,018,C:\Users\USER\Downloads\9-24_최종본\other\S\018_R_04_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\018_R_04_side_nail.jpg
other,train,S/018_R_05,S,018,C:\Users\USER\Downloads\9-24_최종본\other\S\018_R_05_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\018_R_05_side_nail.jpg
other,train,S/019_L_02,S,019,C:\Users\USER\Downloads\9-24_최종본\other\S\019_L_02_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\019_L_02_side_nail.jpg
other,train,S/024_L_03,S,024,C:\Users\USER\Downloads\9-24_최종본\other\S\024_L_03_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\024_L_03_side_nail.jpg
other,train,S/024_L_04,S,024,C:\Users\USER\Downloads\9-24_최종본\other\S\024_L_04_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\024_L_04_side_nail.jpg
other,train,S/024_L_05,S,024,C:\Users\USER\Downloads\9-24_최종본\other\S\024_L_05_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\024_L_05_side_nail.jpg
other,train,S/027_L_02,S,027,C:\Users\USER\Downloads\9-24_최종본\other\S\027_L_02_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\027_L_02_side_nail.jpg
other,train,S/027_L_03,S,027,C:\Users\USER\Downloads\9-24_최종본\other\S\027_L_03_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\027_L_03_side_nail.jpg
other,train,S/027_L_04,S,027,C:\Users\USER\Downloads\9-24_최종본\other\S\027_L_04_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\027_L_04_side_nail.jpg
other,train,S/027_L_05,S,027,C:\Users\USER\Downloads\9-24_최종본\other\S\027_L_05_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\027_L_05_side_nail.jpg
other,train,S/027_R_02,S,027,C:\Users\USER\Downloads\9-24_최종본\other\S\027_R_02_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\027_R_02_side_nail.jpg
other,train,S/027_R_03,S,027,C:\Users\USER\Downloads\9-24_최종본\other\S\027_R_03_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\027_R_03_side_nail.jpg
other,train,S/027_R_04,S,027,C:\Users\USER\Downloads\9-24_최종본\other\S\027_R_04_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\027_R_04_side_nail.jpg
other,train,S/027_R_05,S,027,C:\Users\USER\Downloads\9-24_최종본\other\S\027_R_05_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\027_R_05_side_nail.jpg
other,train,S/029_L_03,S,029,C:\Users\USER\Downloads\9-24_최종본\other\S\029_L_03_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\029_L_03_side_nail.jpg
other,train,S/031_L_02,S,031,C:\Users\USER\Downloads\9-24_최종본\other\S\031_L_02_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\031_L_02_side_nail.jpg
other,train,S/031_L_03,S,031,C:\Users\USER\Downloads\9-24_최종본\other\S\031_L_03_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\031_L_03_side_nail.jpg
other,train,S/031_L_04,S,031,C:\Users\USER\Downloads\9-24_최종본\other\S\031_L_04_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\031_L_04_side_nail.jpg
other,train,S/031_R_02,S,031,C:\Users\USER\Downloads\9-24_최종본\other\S\031_R_02_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\031_R_02_side_nail.jpg
other,train,S/031_R_03,S,031,C:\Users\USER\Downloads\9-24_최종본\other\S\031_R_03_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\031_R_03_side_nail.jpg
other,train,S/031_R_04,S,031,C:\Users\USER\Downloads\9-24_최종본\other\S\031_R_04_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\031_R_04_side_nail.jpg
other,train,S/031_R_05,S,031,C:\Users\USER\Downloads\9-24_최종본\other\S\031_R_05_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\031_R_05_side_nail.jpg
other,train,S/032_R_02,S,032,C:\Users\USER\Downloads\9-24_최종본\other\S\032_R_02_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\032_R_02_side_nail.jpg
other,train,S/035_L_03,S,035,C:\Users\USER\Downloads\9-24_최종본\other\S\035_L_03_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\035_L_03_side_nail.jpg
other,train,S/035_L_04,S,035,C:\Users\USER\Downloads\9-24_최종본\other\S\035_L_04_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\035_L_04_side_nail.jpg
other,train,S/035_R_02,S,035,C:\Users\USER\Downloads\9-24_최종본\other\S\035_R_02_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\035_R_02_side_nail.jpg
other,train,S/035_R_03,S,035,C:\Users\USER\Downloads\9-24_최종본\other\S\035_R_03_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\035_R_03_side_nail.jpg
other,train,S/035_R_04,S,035,C:\Users\USER\Downloads\9-24_최종본\other\S\035_R_04_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\035_R_04_side_nail.jpg
other,train,S/035_R_05,S,035,C:\Users\USER\Downloads\9-24_최종본\other\S\035_R_05_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\035_R_05_side_nail.jpg
other,train,S/036_L_02,S,036,C:\Users\USER\Downloads\9-24_최종본\other\S\036_L_02_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\036_L_02_side_nail.jpg
other,train,S/036_L_03,S,036,C:\Users\USER\Downloads\9-24_최종본\other\S\036_L_03_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\036_L_03_side_nail.jpg
other,train,S/036_L_04,S,036,C:\Users\USER\Downloads\9-24_최종본\other\S\036_L_04_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\036_L_04_side_nail.jpg
other,train,S/036_L_05,S,036,C:\Users\USER\Downloads\9-24_최종본\other\S\036_L_05_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\036_L_05_side_nail.jpg
other,train,S/036_R_03,S,036,C:\Users\USER\Downloads\9-24_최종본\other\S\036_R_03_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\036_R_03_side_nail.jpg
other,train,S/036_R_04,S,036,C:\Users\USER\Downloads\9-24_최종본\other\S\036_R_04_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\036_R_04_side_nail.jpg
other,train,S/036_R_05,S,036,C:\Users\USER\Downloads\9-24_최종본\other\S\036_R_05_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\036_R_05_side_nail.jpg
other,train,S/039_L_02,S,039,C:\Users\USER\Downloads\9-24_최종본\other\S\039_L_02_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\039_L_02_side_nail.jpg
other,train,S/039_R_02,S,039,C:\Users\USER\Downloads\9-24_최종본\other\S\039_R_02_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\039_R_02_side_nail.jpg
other,train,S/042_L_02,S,042,C:\Users\USER\Downloads\9-24_최종본\other\S\042_L_02_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\042_L_02_side_nail.jpg
other,train,S/042_L_03,S,042,C:\Users\USER\Downloads\9-24_최종본\other\S\042_L_03_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\042_L_03_side_nail.jpg
other,train,S/042_L_04,S,042,C:\Users\USER\Downloads\9-24_최종본\other\S\042_L_04_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\042_L_04_side_nail.jpg
other,train,S/042_L_05,S,042,C:\Users\USER\Downloads\9-24_최종본\other\S\042_L_05_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\042_L_05_side_nail.jpg
other,train,S/042_R_02,S,042,C:\Users\USER\Downloads\9-24_최종본\other\S\042_R_02_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\042_R_02_side_nail.jpg
other,train,S/042_R_03,S,042,C:\Users\USER\Downloads\9-24_최종본\other\S\042_R_03_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\042_R_03_side_nail.jpg
other,train,S/042_R_04,S,042,C:\Users\USER\Downloads\9-24_최종본\other\S\042_R_04_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\042_R_04_side_nail.jpg
other,train,S/042_R_05,S,042,C:\Users\USER\Downloads\9-24_최종본\other\S\042_R_05_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\042_R_05_side_nail.jpg
other,test,P/008_L_02,P,008,C:\Users\USER\Downloads\9-24_최종본\other\P\008_L_02_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\008_L_02_side_nail.jpg
other,test,P/008_L_03,P,008,C:\Users\USER\Downloads\9-24_최종본\other\P\008_L_03_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\008_L_03_side_nail.jpg
other,test,P/008_L_04,P,008,C:\Users\USER\Downloads\9-24_최종본\other\P\008_L_04_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\008_L_04_side_nail.jpg
other,test,P/008_L_05,P,008,C:\Users\USER\Downloads\9-24_최종본\other\P\008_L_05_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\008_L_05_side_nail.jpg
other,test,P/008_R_02,P,008,C:\Users\USER\Downloads\9-24_최종본\other\P\008_R_02_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\008_R_02_side_nail.jpg
other,test,P/008_R_03,P,008,C:\Users\USER\Downloads\9-24_최종본\other\P\008_R_03_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\008_R_03_side_nail.jpg
other,test,P/008_R_04,P,008,C:\Users\USER\Downloads\9-24_최종본\other\P\008_R_04_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\008_R_04_side_nail.jpg
other,test,P/008_R_05,P,008,C:\Users\USER\Downloads\9-24_최종본\other\P\008_R_05_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\008_R_05_side_nail.jpg
other,test,P/020_L_02,P,020,C:\Users\USER\Downloads\9-24_최종본\other\P\020_L_02_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\020_L_02_side_nail.jpg
other,test,P/020_L_03,P,020,C:\Users\USER\Downloads\9-24_최종본\other\P\020_L_03_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\020_L_03_side_nail.jpg
other,test,P/020_L_04,P,020,C:\Users\USER\Downloads\9-24_최종본\other\P\020_L_04_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\020_L_04_side_nail.jpg
other,test,P/020_L_05,P,020,C:\Users\USER\Downloads\9-24_최종본\other\P\020_L_05_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\020_L_05_side_nail.jpg
other,test,P/020_R_02,P,020,C:\Users\USER\Downloads\9-24_최종본\other\P\020_R_02_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\020_R_02_side_nail.jpg
other,test,P/020_R_03,P,020,C:\Users\USER\Downloads\9-24_최종본\other\P\020_R_03_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\020_R_03_side_nail.jpg
other,test,P/020_R_04,P,020,C:\Users\USER\Downloads\9-24_최종본\other\P\020_R_04_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\020_R_04_side_nail.jpg
other,test,P/020_R_05,P,020,C:\Users\USER\Downloads\9-24_최종본\other\P\020_R_05_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\020_R_05_side_nail.jpg
other,test,P/021_L_02,P,021,C:\Users\USER\Downloads\9-24_최종본\other\P\021_L_02_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\021_L_02_side_nail.jpg
other,test,P/021_L_03,P,021,C:\Users\USER\Downloads\9-24_최종본\other\P\021_L_03_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\021_L_03_side_nail.jpg
other,test,P/021_L_04,P,021,C:\Users\USER\Downloads\9-24_최종본\other\P\021_L_04_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\021_L_04_side_nail.jpg
other,test,P/021_L_05,P,021,C:\Users\USER\Downloads\9-24_최종본\other\P\021_L_05_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\021_L_05_side_nail.jpg
other,test,P/021_R_02,P,021,C:\Users\USER\Downloads\9-24_최종본\other\P\021_R_02_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\021_R_02_side_nail.jpg
other,test,P/021_R_03,P,021,C:\Users\USER\Downloads\9-24_최종본\other\P\021_R_03_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\021_R_03_side_nail.jpg
other,test,P/021_R_04,P,021,C:\Users\USER\Downloads\9-24_최종본\other\P\021_R_04_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\021_R_04_side_nail.jpg
other,test,P/021_R_05,P,021,C:\Users\USER\Downloads\9-24_최종본\other\P\021_R_05_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\021_R_05_side_nail.jpg
other,test,P/029_L_02,P,029,C:\Users\USER\Downloads\9-24_최종본\other\P\029_L_02_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\029_L_02_side_nail.jpg
other,test,P/029_L_04,P,029,C:\Users\USER\Downloads\9-24_최종본\other\P\029_L_04_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\029_L_04_side_nail.jpg
other,test,P/029_L_05,P,029,C:\Users\USER\Downloads\9-24_최종본\other\P\029_L_05_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\029_L_05_side_nail.jpg
other,test,P/029_R_02,P,029,C:\Users\USER\Downloads\9-24_최종본\other\P\029_R_02_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\029_R_02_side_nail.jpg
other,test,P/029_R_03,P,029,C:\Users\USER\Downloads\9-24_최종본\other\P\029_R_03_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\029_R_03_side_nail.jpg
other,test,P/029_R_04,P,029,C:\Users\USER\Downloads\9-24_최종본\other\P\029_R_04_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\029_R_04_side_nail.jpg
other,test,P/029_R_05,P,029,C:\Users\USER\Downloads\9-24_최종본\other\P\029_R_05_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\029_R_05_side_nail.jpg
other,test,S/013_L_02,S,013,C:\Users\USER\Downloads\9-24_최종본\other\S\013_L_02_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\013_L_02_side_nail.jpg
other,test,S/013_L_03,S,013,C:\Users\USER\Downloads\9-24_최종본\other\S\013_L_03_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\013_L_03_side_nail.jpg
other,test,S/013_L_04,S,013,C:\Users\USER\Downloads\9-24_최종본\other\S\013_L_04_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\013_L_04_side_nail.jpg
other,test,S/013_R_02,S,013,C:\Users\USER\Downloads\9-24_최종본\other\S\013_R_02_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\013_R_02_side_nail.jpg
other,test,S/013_R_03,S,013,C:\Users\USER\Downloads\9-24_최종본\other\S\013_R_03_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\013_R_03_side_nail.jpg
other,test,S/013_R_04,S,013,C:\Users\USER\Downloads\9-24_최종본\other\S\013_R_04_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\013_R_04_side_nail.jpg
other,test,S/015_L_03,S,015,C:\Users\USER\Downloads\9-24_최종본\other\S\015_L_03_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\S\015_L_03_side_nail.jpg
